"Rk,Player,WS,WS,Season,Age,Team,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Player-additional"
"810,Danny Ainge,0.5,0.5,1981-82,22,BOS,53,1,564,79,221,74,204,5,17,56,65,25,31,56,87,37,3,53,86,219,.357,.363,.294,.862,.439,.369,G,aingeda01"
"811,Popeye Jones,0.5,0.5,1998-99,28,BOS,18,2,206,20,51,20,50,0,1,14,17,28,24,52,15,5,0,7,31,54,.392,.400,.000,.824,.462,.392,F,jonespo01"
"812,Phil Hankinson,0.5,0.5,1973-74,22,BOS,28,,163,50,103,50,103,,,10,13,22,28,50,4,3,1,,18,110,.485,.485,,.769,.506,.485,F,hankiph01"
"813,Sebastian Telfair,0.5,0.5,2006-07,21,BOS,78,30,1578,176,474,139,346,37,128,90,110,17,91,108,218,43,11,98,166,479,.371,.402,.289,.818,.458,.410,G,telfase01"
"814,Quinn Buckner,0.5,0.5,1984-85,30,BOS,75,6,858,74,193,74,192,0,1,32,50,26,61,87,148,63,2,67,142,180,.383,.385,.000,.640,.419,.383,G,bucknqu01"
"815,Walter McCarty,0.5,0.5,1998-99,24,BOS,32,4,659,64,177,51,127,13,50,40,57,36,79,115,40,24,13,40,88,181,.362,.402,.260,.702,.448,.398,F,mccarwa01"
"816,Mike Bloom,0.5,0.5,1947-48,33,BOS,14,,,46,169,46,169,,,37,57,,,,14,,,,37,129,.272,.272,,.649,.332,.272,F-C,bloommi01"
"817,Guerschon Yabusele,0.5,0.5,2018-19,23,BOS,41,1,251,35,77,26,49,9,28,15,22,23,30,53,15,8,7,15,32,94,.455,.531,.321,.682,.542,.513,F,yabusgu01"
"818,Red Morrison,0.5,0.5,1955-56,23,BOS,71,,910,89,240,89,240,,,44,89,,,345,53,,,,159,222,.371,.371,,.494,.398,.371,F-C,morrire01"
"819,Eric Fernsten,0.5,0.5,1980-81,27,BOS,45,0,279,38,79,38,79,0,0,20,30,29,33,62,10,6,7,20,29,96,.481,.481,,.667,.521,.481,C-F,fernser01"
"820,Larry Siegfried,0.5,0.5,1963-64,24,BOS,31,,261,35,110,35,110,,,31,39,,,51,40,,,,33,101,.318,.318,,.795,.397,.318,F,siegfla01"
"821,Jim Loscutoff,0.5,0.5,1961-62,31,BOS,79,,1146,188,519,188,519,,,45,84,,,329,51,,,,185,421,.362,.362,,.536,.379,.362,F,loscuji01"
"822,Andrew DeClercq,0.5,0.5,1998-99,25,BOS,14,1,258,28,57,28,57,0,0,19,29,33,30,63,10,13,9,22,51,75,.491,.491,,.655,.538,.491,F-C,declean01"
"823,Carl Braun,0.5,0.5,1961-62,34,BOS,48,,414,78,207,78,207,,,20,27,,,50,71,,,,49,176,.377,.377,,.741,.402,.377,G-F,braunca01"
"824,Toby Kimball,0.4,0.4,1966-67,24,BOS,38,,222,35,97,35,97,,,27,40,,,146,13,,,,42,97,.361,.361,,.675,.423,.361,F-C,kimbato01"
"825,Aaron Nesmith,0.4,0.4,2021-22,22,BOS,52,3,574,72,182,41,67,31,115,21,26,15,74,89,22,20,5,31,70,196,.396,.612,.270,.808,.507,.481,G-F,nesmiaa01"
"826,John Richter,0.4,0.4,1959-60,22,BOS,66,,808,113,332,113,332,,,59,117,,,312,27,,,,158,285,.340,.340,,.504,.372,.340,F,richtjo01"
"827,Adrian Griffin,0.4,0.4,2000-01,26,BOS,44,0,377,33,97,24,71,9,26,18,24,27,60,87,27,18,5,18,45,93,.340,.338,.346,.750,.432,.387,G-F,griffad01"
"828,Dan Dickau,0.4,0.4,2005-06,27,BOS,19,0,234,17,46,7,26,10,20,18,18,5,11,16,40,11,1,18,40,62,.370,.269,.500,1.000,.575,.478,G,dickada01"
"829,Reggie Lewis,0.4,0.4,1987-88,22,BOS,49,0,405,90,193,90,189,0,4,40,57,28,35,63,26,16,15,30,54,220,.466,.476,.000,.702,.504,.466,G-F,lewisre01"
"830,Brett Szabo,0.4,0.4,1996-97,28,BOS,70,24,662,54,121,54,120,0,1,45,61,56,109,165,17,16,32,41,119,153,.446,.450,.000,.738,.517,.446,C,szabobr01"
"831,Sasha Pavlović,0.4,0.4,2011-12,28,BOS,45,7,527,50,128,33,70,17,58,3,8,4,68,72,18,20,15,20,54,120,.391,.471,.293,.375,.456,.457,G-F,pavloal01"
"832,Al Brightman,0.4,0.4,1946-47,23,BOS,58,,,223,870,223,870,,,121,193,,,,60,,,,115,567,.256,.256,,.627,.297,.256,F,brighal01"
"833,Gigi Datome,0.4,0.4,2014-15,27,BOS,18,1,192,38,77,21,41,17,36,1,1,2,23,25,7,1,7,7,14,94,.494,.512,.472,1.000,.607,.604,F,datomlu01"
"834,Doug Overton,0.4,0.4,1999-00,30,BOS,48,0,432,61,154,51,126,10,28,20,21,14,19,33,53,10,0,20,46,152,.396,.405,.357,.952,.466,.429,G,overtdo01"
"835,Luke Kornet,0.4,0.4,2021-22,26,BOS,12,0,85,12,21,12,17,0,4,2,3,10,15,25,8,3,2,0,7,26,.571,.706,.000,.667,.582,.571,F,kornelu01"
"836,Grant Long,0.4,0.4,2002-03,36,BOS,41,1,488,27,70,27,67,0,3,18,23,24,59,83,25,9,1,19,62,72,.386,.403,.000,.783,.449,.386,F,longgr01"
"837,M.L. Carr,0.4,0.4,1984-85,34,BOS,47,0,397,62,149,53,126,9,23,17,17,21,22,43,24,21,6,24,44,150,.416,.421,.391,1.000,.479,.446,F-G,carrml01"
"838,John Thomas,0.4,0.4,1997-98,22,BOS,33,2,368,41,80,41,80,0,0,26,33,32,38,70,13,19,9,33,65,108,.513,.513,,.788,.571,.513,F,thomajo02"
"839,M.L. Carr,0.4,0.4,1983-84,33,BOS,60,1,585,70,171,67,156,3,15,42,48,26,49,75,49,17,4,46,67,185,.409,.429,.200,.875,.481,.418,F-G,carrml01"
"840,Stan Noszka,0.4,0.4,1947-48,27,BOS,22,,,27,97,27,97,,,24,35,,,,4,,,,52,78,.278,.278,,.686,.347,.278,G,noszkst01"
"841,Hank Finkel,0.4,0.4,1974-75,32,BOS,62,,518,52,129,52,129,,,23,43,33,79,112,32,7,3,,72,127,.403,.403,,.535,.429,.403,C,finkeha01"
"842,Troy Murphy,0.4,0.4,2010-11,30,BOS,17,0,178,16,38,15,28,1,10,11,13,11,27,38,6,8,1,7,19,44,.421,.536,.100,.846,.503,.434,F-C,murphtr01"
"843,Rex Morgan,0.4,0.4,1970-71,22,BOS,34,,266,41,102,41,102,,,35,54,,,61,22,,,,58,117,.402,.402,,.648,.465,.402,G,morgare01"
"844,Ray Williams,0.4,0.4,1984-85,30,BOS,23,5,459,55,143,49,120,6,23,31,46,16,41,57,90,30,5,42,56,147,.385,.408,.261,.674,.450,.406,G,willira01"
"845,Tremont Waters,0.4,0.4,2020-21,23,BOS,26,3,238,34,84,19,46,15,38,16,17,5,16,21,62,15,1,27,17,99,.405,.413,.395,.941,.541,.494,G,watertr01"
"846,Earl Williams,0.4,0.4,1978-79,27,BOS,20,,273,54,123,54,123,,,14,24,41,64,105,12,12,9,20,41,122,.439,.439,,.583,.457,.439,C-F,williea01"
"847,Damon Jones,0.4,0.4,1998-99,22,BOS,13,0,213,29,75,14,42,15,33,3,4,4,27,31,29,6,0,12,16,76,.387,.333,.455,.750,.495,.487,G,jonesda01"
"848,Kedrick Brown,0.4,0.4,2001-02,20,BOS,29,5,245,23,70,18,43,5,27,12,20,11,39,50,15,18,7,7,18,63,.329,.419,.185,.600,.400,.364,G,brownke01"
"849,Sam Cassell,0.4,0.4,2007-08,38,BOS,17,1,299,50,130,41,108,9,22,21,25,5,26,31,35,9,3,19,29,130,.385,.380,.409,.840,.461,.419,G,cassesa01"
"850,Luke Harangody,0.4,0.4,2010-11,23,BOS,28,0,241,28,71,26,61,2,10,5,8,17,38,55,10,4,7,5,36,63,.394,.426,.200,.625,.423,.408,F,haranlu01"
"851,Chris Corchiani,0.4,0.4,1993-94,25,BOS,51,0,467,40,94,29,56,11,38,26,38,8,36,44,86,22,2,38,47,117,.426,.518,.289,.684,.528,.484,G,corchch01"
"852,Jim Ard,0.4,0.4,1974-75,26,BOS,59,,719,89,266,89,266,,,48,65,59,140,199,40,13,32,,96,226,.335,.335,,.738,.384,.335,F-C,ardji01"
"853,Don Chaney,0.4,0.4,1977-78,31,BOS,42,,702,91,233,91,233,,,33,39,36,69,105,49,36,10,50,93,215,.391,.391,,.846,.430,.391,G,chanedo01"
"854,Brad Lohaus,0.4,0.4,1988-89,24,BOS,48,15,738,117,270,117,266,0,4,35,46,47,95,142,49,21,26,49,101,269,.433,.440,.000,.761,.463,.433,F-C,lohaubr01"
"855,Don Chaney,0.4,0.4,1979-80,33,BOS,60,0,523,67,189,66,183,1,6,32,42,31,42,73,38,31,11,33,80,167,.354,.361,.167,.762,.402,.357,G,chanedo01"
"856,Gabe Pruitt,0.4,0.4,2008-09,22,BOS,47,0,366,31,101,17,53,14,48,17,21,9,34,43,39,15,3,19,34,93,.307,.321,.292,.810,.422,.376,G,pruitga01"
"857,Kelvin Upshaw,0.4,0.4,1988-89,26,BOS,23,0,473,73,149,71,139,2,10,14,20,6,30,36,97,19,3,42,62,162,.490,.511,.200,.700,.513,.497,G,upshake01"
"858,Avery Bradley,0.4,0.4,2012-13,22,BOS,50,50,1435,192,478,152,352,40,126,37,49,30,81,111,104,64,19,72,129,461,.402,.432,.317,.755,.461,.444,G,bradlav01"
"859,Gene Conley,0.4,0.4,1958-59,28,BOS,50,,663,86,262,86,262,,,37,64,,,276,19,,,,117,209,.328,.328,,.578,.360,.328,C-F,conlege01"
"860,James Young,0.3,0.3,2016-17,21,BOS,29,0,220,25,58,13,23,12,35,6,9,6,20,26,4,10,2,4,15,68,.431,.565,.343,.667,.549,.534,G-F,youngja01"
"861,Jabari Parker,0.3,0.3,2020-21,25,BOS,10,0,138,26,48,24,38,2,10,10,13,9,27,36,10,1,4,7,9,64,.542,.632,.200,.769,.596,.563,F,parkeja01"
"862,Michael Smith,0.3,0.3,1990-91,25,BOS,47,3,389,95,200,89,176,6,24,22,27,21,35,56,43,6,2,37,27,218,.475,.506,.250,.815,.514,.490,F,smithmi01"
"863,Jason Collins,0.3,0.3,2012-13,34,BOS,32,7,330,8,23,8,23,0,0,21,30,21,31,52,6,10,6,16,74,37,.348,.348,,.700,.511,.348,C,collija04"
"864,Sam Vincent,0.3,0.3,1985-86,22,BOS,57,0,432,59,162,58,158,1,4,65,70,11,37,48,69,17,4,49,59,184,.364,.367,.250,.929,.477,.367,G,vincesa01"
"865,George Munroe,0.3,0.3,1947-48,26,BOS,21,,,27,91,27,91,,,17,26,,,,3,,,,20,71,.297,.297,,.654,.347,.297,G,munroge01"
"866,Dee Brown,0.3,0.3,1996-97,28,BOS,21,2,522,61,166,41,101,20,65,18,22,8,40,48,67,31,7,24,45,160,.367,.406,.308,.818,.455,.428,G,brownde01"
"867,Connie Simmons,0.3,0.3,1947-48,22,BOS,32,,,108,366,108,366,,,32,54,,,,17,,,,82,248,.295,.295,,.593,.318,.295,C-F,simmoco01"
"868,Jabari Parker,0.3,0.3,2021-22,26,BOS,12,0,112,18,38,10,22,8,16,9,9,5,23,28,6,4,1,8,13,53,.474,.455,.500,1.000,.632,.579,F,parkeja01"
"869,James Young,0.3,0.3,2014-15,19,BOS,31,0,332,36,102,19,36,17,66,16,29,9,33,42,13,8,2,5,22,105,.353,.528,.258,.552,.457,.436,G-F,youngja01"
"870,Mel Riebe,0.3,0.3,1948-49,32,BOS,33,,,146,501,146,501,,,70,116,,,,95,,,,97,362,.291,.291,,.603,.328,.291,G-F,riebeme01"
"871,Vítor Luiz Faverani,0.3,0.3,2013-14,25,BOS,37,8,488,64,147,52,107,12,40,24,37,42,86,128,16,14,27,41,74,164,.435,.486,.300,.649,.502,.476,C,favervi01"
"872,Jerome Anderson,0.3,0.3,1975-76,22,BOS,22,,126,25,45,25,45,,,11,16,4,9,13,6,3,3,,25,61,.556,.556,,.688,.586,.556,G,anderje01"
"873,Alton Lister,0.3,0.3,1996-97,38,BOS,53,2,516,32,77,32,77,0,0,23,31,66,102,168,13,8,14,30,95,87,.416,.416,,.742,.480,.416,C-F,listeal01"
"874,Justin Reed,0.3,0.3,2004-05,23,BOS,23,0,121,15,29,15,26,0,3,11,15,8,8,16,10,3,1,5,12,41,.517,.577,.000,.733,.576,.517,F,reedju01"
"875,Vincent Poirier,0.3,0.3,2019-20,26,BOS,22,0,130,17,36,16,34,1,2,6,7,13,30,43,8,2,9,8,25,41,.472,.471,.500,.857,.525,.486,C,poirivi01"
"876,Terrence Williams,0.3,0.3,2012-13,25,BOS,24,0,318,48,97,43,82,5,15,9,21,4,40,44,38,11,2,22,13,110,.495,.524,.333,.429,.518,.521,F,willite01"
"877,R.J. Hunter,0.3,0.3,2015-16,22,BOS,36,0,315,36,98,17,35,19,63,6,7,2,35,37,13,14,4,11,29,97,.367,.486,.302,.857,.480,.464,G,hunterj01"
"878,Brian Scalabrine,0.3,0.3,2005-06,27,BOS,71,1,938,74,193,43,106,31,87,26,36,27,87,114,51,21,19,50,127,205,.383,.406,.356,.722,.491,.464,F,scalabr01"
"879,Carsen Edwards,0.3,0.3,2020-21,22,BOS,31,1,276,47,111,29,48,18,63,11,13,3,23,26,14,7,1,7,25,123,.423,.604,.286,.846,.527,.505,G,edwarca01"
"880,Lorenzo Williams,0.3,0.3,1992-93,23,BOS,22,7,151,16,31,16,31,0,0,2,7,13,31,44,5,4,14,6,23,34,.516,.516,,.286,.499,.516,F-C,willilo01"
"881,Jack Garfinkel,0.3,0.3,1946-47,28,BOS,40,,,81,304,81,304,,,17,28,,,,58,,,,62,179,.266,.266,,.607,.283,.266,G,garfija01"
"882,Gary Phillips,0.3,0.3,1961-62,22,BOS,67,,713,110,310,110,310,,,50,86,,,107,64,,,,109,270,.355,.355,,.581,.388,.355,G,phillga01"
"883,Charlie Hoefer,0.3,0.3,1946-47,25,BOS,35,,,76,316,76,316,,,59,93,,,,24,,,,81,211,.241,.241,,.634,.296,.241,G,hoefech01"
"884,Luke Kornet,0.3,0.3,2022-23,27,BOS,8,0,104,10,20,9,17,1,3,3,4,13,15,28,11,2,7,6,11,24,.500,.529,.333,.750,.551,.525,F,kornelu01"
"885,Jim Loscutoff,0.3,0.3,1962-63,32,BOS,63,,607,94,251,94,251,,,22,42,,,157,25,,,,126,210,.375,.375,,.524,.390,.375,F,loscuji01"
"886,Ed Stanczak,0.3,0.3,1950-51,29,BOS,19,,,12,50,12,50,,,36,45,,,36,7,,,,48,60,.240,.240,,.800,.430,.240,F,stanced01"
"887,Ed Pinckney,0.3,0.3,1992-93,29,BOS,7,5,151,10,24,10,24,0,0,12,13,14,29,43,1,4,7,8,13,32,.417,.417,,.923,.538,.417,F,pincked01"
"888,Frankie Sanders,0.3,0.3,1978-79,22,BOS,24,,216,55,119,55,119,,,22,27,22,29,51,17,7,3,23,25,132,.462,.462,,.815,.504,.462,F-G,sandefr01"
"889,Gene Guarilia,0.3,0.3,1960-61,23,BOS,25,,209,38,94,38,94,,,3,10,,,71,5,,,,28,79,.404,.404,,.300,.401,.404,F,guarige01"
"890,Clarence Glover,0.3,0.3,1971-72,24,BOS,25,,119,25,55,25,55,,,15,32,,,46,4,,,,26,65,.455,.455,,.469,.470,.455,F,glovecl01"
"891,John Thompson,0.3,0.3,1965-66,24,BOS,10,,72,14,30,14,30,,,4,6,,,30,3,,,,15,32,.467,.467,,.667,.490,.467,F,thompjo01"
"892,Togo Palazzi,0.3,0.3,1956-57,24,BOS,21,,233,41,118,41,118,,,23,32,,,75,8,,,,23,105,.347,.347,,.719,.397,.347,F-G,palazto01"
"893,Dick Dickey,0.3,0.3,1951-52,25,BOS,45,,440,40,136,40,136,,,47,69,,,81,50,,,,79,127,.294,.294,,.681,.382,.294,G,dickedi01"
"894,John Hazen,0.2,0.2,1948-49,21,BOS,6,,,6,17,6,17,,,6,7,,,,3,,,,10,18,.353,.353,,.857,.448,.353,G,hazenjo01"
"895,Kevin Pritchard,0.2,0.2,1991-92,24,BOS,11,0,136,16,34,16,31,0,3,14,18,1,10,11,30,3,4,11,17,46,.471,.516,.000,.778,.549,.471,G,pritcke01"
"896,Bill Roberts,0.2,0.2,1948-49,23,BOS,26,,,36,109,36,109,,,9,19,,,,13,,,,34,81,.330,.330,,.474,.345,.330,C,roberbi01"
"897,Johnny McCarthy,0.2,0.2,1963-64,29,BOS,28,,206,16,48,16,48,,,5,13,,,35,24,,,,42,37,.333,.333,,.385,.344,.333,G,mccarjo01"
"898,Jabari Bird,0.2,0.2,2017-18,23,BOS,13,1,115,15,26,12,19,3,7,6,13,6,13,19,8,3,1,8,7,39,.577,.632,.429,.462,.615,.635,G,birdja01"
"899,Mark Blount,0.2,0.2,2005-06,30,BOS,39,25,1083,194,380,194,380,0,0,97,127,36,126,162,66,15,36,120,107,485,.511,.511,,.764,.556,.511,C,blounma01"
"900,Michael Hawkins,0.2,0.2,1996-97,24,BOS,29,0,326,29,68,19,37,10,31,12,15,9,22,31,64,16,1,28,40,80,.426,.514,.323,.800,.536,.500,G,hawkimi01"
"901,Charles Bradley,0.2,0.2,1982-83,23,BOS,51,5,532,69,176,69,173,0,3,46,90,30,48,78,28,32,27,42,84,184,.392,.399,.000,.511,.427,.392,G,bradlch01"
"902,Terry Duerod,0.2,0.2,1981-82,25,BOS,21,0,146,34,77,34,76,0,1,4,12,6,9,15,12,3,1,2,9,72,.442,.447,.000,.333,.438,.442,G,duerote01"
"903,E'Twaun Moore,0.2,0.2,2011-12,22,BOS,38,0,331,43,113,26,68,17,45,7,7,4,29,33,34,11,3,21,33,110,.381,.382,.378,1.000,.474,.456,G-F,mooreet01"
"904,Ben Clyde,0.2,0.2,1974-75,23,BOS,25,,157,31,72,31,72,,,7,9,15,26,41,5,5,3,,34,69,.431,.431,,.778,.454,.431,F,clydebe01"
"905,Charles Bradley,0.2,0.2,1981-82,22,BOS,51,1,339,55,122,55,121,0,1,42,62,12,26,38,22,14,6,37,61,152,.451,.455,.000,.677,.509,.451,G,bradlch01"
"906,D.J. White,0.2,0.2,2012-13,26,BOS,12,0,86,12,23,12,23,0,0,5,9,4,9,13,4,1,6,2,5,29,.522,.522,,.556,.538,.522,F,whitedj01"
"907,Malik Fitts,0.2,0.2,2021-22,24,BOS,8,0,28,6,10,3,4,3,6,0,0,2,5,7,5,0,0,0,1,15,.600,.750,.500,,.750,.750,F,fittsma01"
"908,Eric Fernsten,0.2,0.2,1981-82,28,BOS,43,0,202,19,49,19,49,0,0,19,30,12,30,42,8,5,7,13,23,57,.388,.388,,.633,.458,.388,C-F,fernser01"
"909,Sean Williams,0.2,0.2,2011-12,25,BOS,3,0,42,2,6,2,6,0,0,7,7,4,8,12,3,3,3,3,4,11,.333,.333,,1.000,.606,.333,C-F,willise01"
"910,JaJuan Johnson,0.2,0.2,2011-12,22,BOS,36,0,298,54,121,54,121,0,0,6,9,20,38,58,6,5,14,14,25,114,.446,.446,,.667,.456,.446,F,johnsja02"
"911,Romeo Langford,0.2,0.2,2019-20,20,BOS,32,2,370,28,80,23,53,5,27,18,25,15,26,41,13,8,8,11,33,79,.350,.434,.185,.720,.434,.381,G,langfro01"
"912,Tony Harris,0.2,0.2,1993-94,26,BOS,5,0,88,9,31,6,22,3,9,23,25,3,7,10,8,4,0,6,8,44,.290,.273,.333,.920,.524,.339,G,harrito01"
"913,Jack Foley,0.2,0.2,1962-63,23,BOS,5,,46,13,26,13,26,,,6,8,,,7,0,,,,3,32,.500,.500,,.750,.542,.500,F,foleyja01"
"914,Brian Scalabrine,0.2,0.2,2009-10,31,BOS,52,3,472,29,85,13,36,16,49,4,6,9,39,48,27,9,4,17,59,78,.341,.361,.327,.667,.445,.435,F,scalabr01"
"915,Brandan Wright,0.2,0.2,2014-15,27,BOS,8,0,86,12,21,12,21,0,0,2,4,7,10,17,8,1,5,5,4,26,.571,.571,,.500,.571,.571,F-C,wrighbr03"
"916,Acie Earl,0.2,0.2,1993-94,23,BOS,74,8,1149,151,372,151,371,0,1,108,160,85,162,247,12,24,53,72,178,410,.406,.407,.000,.675,.463,.406,F-C,earlac01"
"917,Kenny Battle,0.2,0.2,1991-92,27,BOS,8,0,46,3,4,3,4,0,0,8,8,3,6,9,0,1,0,2,4,14,.750,.750,,1.000,.931,.750,F,battlke01"
"918,Al Butler,0.2,0.2,1961-62,23,BOS,5,,47,13,29,13,29,,,5,6,,,13,4,,,,9,31,.448,.448,,.833,.490,.448,G,butleal01"
"919,Marcus Banks,0.2,0.2,2005-06,24,BOS,18,1,269,33,80,27,61,6,19,27,30,4,15,19,32,7,0,23,38,99,.413,.443,.316,.900,.531,.450,G,banksma01"
"920,Ron Bonham,0.2,0.2,1965-66,23,BOS,39,,312,76,207,76,207,,,52,61,,,35,11,,,,29,204,.367,.367,,.852,.436,.367,F,bonharo01"
"921,Glenn McDonald,0.2,0.2,1974-75,22,BOS,62,,395,70,182,70,182,,,28,37,20,48,68,24,8,5,,58,168,.385,.385,,.757,.424,.385,F-G,mcdongl01"
"922,Jimmy Oliver,0.2,0.2,1993-94,24,BOS,44,6,540,89,214,76,182,13,32,25,33,8,38,46,33,16,1,21,39,216,.416,.418,.406,.758,.473,.446,G-F,oliveji01"
"923,Steve Hamer,0.2,0.2,1996-97,23,BOS,35,3,268,30,57,30,55,0,2,16,29,17,43,60,7,2,4,13,39,76,.526,.545,.000,.552,.545,.526,C,hamerst01"
"924,Žan Tabak,0.2,0.2,1997-98,27,BOS,18,5,232,26,55,26,55,0,0,7,13,25,33,58,12,5,11,17,46,59,.473,.473,,.538,.486,.473,C,tabakza01"
"925,George Nostrand,0.2,0.2,1949-50,26,BOS,18,,,36,120,36,120,,,36,59,,,,17,,,,46,108,.300,.300,,.610,.370,.300,C-F,nostrge01"
"926,Tom Boswell,0.2,0.2,1975-76,22,BOS,35,,275,41,93,41,93,,,14,24,26,45,71,16,2,1,,70,96,.441,.441,,.583,.463,.441,F-C,bosweto01"
"927,Bill Dinwiddie,0.2,0.2,1970-71,27,BOS,61,,717,123,328,123,328,,,54,74,,,209,34,,,,90,300,.375,.375,,.730,.416,.375,F,dinwibi01"
"928,Frank Kudelka,0.2,0.2,1950-51,25,BOS,27,,,54,150,54,150,,,20,27,,,49,30,,,,62,128,.360,.360,,.741,.395,.360,G-F,kudelfr01"
"929,Steve Kuberski,0.2,0.2,1969-70,22,BOS,51,,797,130,335,130,335,,,64,92,,,257,29,,,,87,324,.388,.388,,.696,.431,.388,F-C,kuberst01"
"930,Jonathan Gibson,0.2,0.2,2017-18,30,BOS,4,0,40,14,23,8,11,6,12,0,0,0,3,3,4,0,0,3,5,34,.609,.727,.500,,.739,.739,G,gibsojo01"
"931,Sasha Pavlović,0.2,0.2,2010-11,27,BOS,17,0,149,12,26,7,16,5,10,2,5,1,13,14,3,5,0,6,15,31,.462,.438,.500,.400,.550,.558,G-F,pavloal01"
"932,Kevinn Pinkney,0.2,0.2,2006-07,23,BOS,6,0,100,12,27,11,25,1,2,6,9,7,8,15,5,3,3,4,12,31,.444,.440,.500,.667,.501,.463,F,pinknke01"
"933,Tacko Fall,0.2,0.2,2019-20,24,BOS,7,0,33,11,14,11,14,0,0,1,3,1,14,15,1,1,4,3,7,23,.786,.786,,.333,.751,.786,C,fallta01"
"934,Dwayne Jones,0.1,0.1,2005-06,22,BOS,14,0,87,4,10,4,10,0,0,6,13,10,21,31,2,1,3,3,14,14,.400,.400,,.462,.445,.400,F-C,jonesdw02"
"935,Ryan Hollins,0.1,0.1,2011-12,27,BOS,15,1,160,18,28,18,28,0,0,6,20,9,17,26,3,1,5,11,23,42,.643,.643,,.300,.571,.643,C,holliry01"
"936,Jumaine Jones,0.1,0.1,2003-04,24,BOS,42,2,373,33,96,20,52,13,44,14,23,24,44,68,14,12,9,19,48,93,.344,.385,.295,.609,.438,.411,F,jonesju01"
"937,Bob Duffy,0.1,0.1,1946-47,24,BOS,6,,,2,7,2,7,,,4,4,,,,0,,,,4,8,.286,.286,,1.000,.457,.286,F,duffybo01"
"938,Chuck Connors,0.1,0.1,1947-48,26,BOS,4,,,5,13,5,13,,,2,3,,,,1,,,,5,12,.385,.385,,.667,.419,.385,F-C,connoch01"
"939,Rex Morgan,0.1,0.1,1971-72,23,BOS,28,,150,16,50,16,50,,,23,31,,,30,17,,,,34,55,.320,.320,,.742,.432,.320,G,morgare01"
"940,Keith Bogans,0.1,0.1,2013-14,33,BOS,6,0,55,3,6,0,0,3,6,3,3,0,3,3,3,1,0,1,2,12,.500,,.500,1.000,.820,.750,G-F,boganke01"
"941,Terry Duerod,0.1,0.1,1980-81,24,BOS,32,0,114,30,73,24,63,6,10,13,14,2,3,5,6,5,0,10,8,79,.411,.381,.600,.929,.499,.452,G,duerote01"
"942,Marcus Webb,0.1,0.1,1992-93,22,BOS,9,0,51,13,25,13,24,0,1,13,21,5,5,10,2,1,2,5,11,39,.520,.542,.000,.619,.570,.520,F-C,webbma01"
"943,Brady Walker,0.1,0.1,1950-51,29,BOS,17,,,13,33,13,33,,,5,9,,,31,8,,,,11,31,.394,.394,,.556,.419,.394,F-C,walkebr01"
"944,Demetrius Jackson,0.1,0.1,2016-17,22,BOS,5,0,17,3,4,2,3,1,1,3,6,2,2,4,3,0,0,0,0,10,.750,.667,1.000,.500,.753,.875,G,jacksde01"
"945,Noah Vonleh,0.1,0.1,2022-23,27,BOS,10,1,106,10,17,9,16,1,1,0,0,13,16,29,2,2,6,8,22,21,.588,.563,1.000,,.618,.618,F,vonleno01"
"946,Joel Anthony,0.1,0.1,2013-14,31,BOS,21,0,149,10,26,10,26,0,0,2,6,13,18,31,2,3,8,2,13,22,.385,.385,,.333,.384,.385,C,anthojo01"
"947,PJ Dozier,0.1,0.1,2018-19,22,BOS,6,0,51,8,21,6,13,2,8,1,2,6,11,17,5,2,0,0,2,19,.381,.462,.250,.500,.434,.429,G,doziepj01"
"948,Bimbo Coles,0.1,0.1,2002-03,34,BOS,14,0,175,22,49,22,42,0,7,8,8,1,10,11,16,6,0,10,17,52,.449,.524,.000,1.000,.495,.449,G,colesbi01"
"949,Carlos Clark,0.1,0.1,1983-84,23,BOS,31,0,127,19,52,19,50,0,2,16,18,7,10,17,17,8,1,12,13,54,.365,.380,.000,.889,.451,.365,G,clarkca01"
"950,Bevo Nordmann,0.1,0.1,1964-65,25,BOS,3,,25,3,5,3,5,,,0,0,,,8,3,,,,5,6,.600,.600,,,.600,.600,C,nordmbe01"
"951,Phil Pressey,0.1,0.1,2013-14,22,BOS,75,11,1132,78,253,50,147,28,106,29,45,20,85,105,241,68,5,87,97,213,.308,.340,.264,.644,.390,.364,G,pressph01"
"952,Bruno Fernando,0.1,0.1,2021-22,23,BOS,20,0,58,7,14,6,13,1,1,4,5,7,8,15,4,0,3,5,6,19,.500,.462,1.000,.800,.586,.536,F,fernabr01"
"953,R.J. Hunter,0.1,0.1,2018-19,25,BOS,1,0,26,6,13,2,3,4,10,1,2,1,2,3,3,1,0,0,3,17,.462,.667,.400,.500,.612,.615,G,hunterj01"
"954,Hoot Gibson,0.1,0.1,1949-50,28,BOS,2,,,3,4,3,4,,,1,4,,,,1,,,,3,7,.750,.750,,.250,.608,.750,F-C,gibsoho01"
"955,James Blackwell,0.1,0.1,1994-95,26,BOS,9,0,61,6,10,6,10,0,0,2,3,2,6,8,6,3,0,3,7,14,.600,.600,,.667,.618,.600,G,blackja01"
"956,Rich Johnson,0.1,0.1,1970-71,24,BOS,1,,13,4,5,4,5,,,0,0,,,5,0,,,,3,8,.800,.800,,,.800,.800,C,johnsri01"
